,unique_id,data_folder,batch_size,max_epochs,cuda,result_folder,model_name,init_lr,weight_decay,band_pass,electrodes,sampling_rate,n_seconds_valid_set,n_seconds_test_set,data
99,4VmM7jRUpcDH7KLCTXuzV4,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[4, 8]'",'*z',256,180,180,RobotEEGAux
100,ecG7Uy5tVK3TFkxX4Ceqzd,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[4, 8]'",'*z',256,180,180,RobotEEG
101,YcNftydaovPhopXaQHJakD,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[4, 8]'",'*C*',256,180,180,onlyEEGData
102,FZjcRSnKGdLwnZVUNCgT4W,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[4, 8]'",'*C*',256,180,180,RobotEEGAux
103,tW5DEvCALyNtnQBui4V86m,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[4, 8]'",'*C*',256,180,180,RobotEEG
104,shUkbnLQ9Lrv9EACrpWFoM,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*',256,180,180,onlyEEGData
105,n8xTaZv3sKV434cRQTZQrV,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*',256,180,180,RobotEEGAux
106,tF8mmfymfpZiHEZFEepc3h,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*',256,180,180,RobotEEG
107,LELhvdGjJFydy5GFWkGrU7,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*z',256,180,180,onlyEEGData
108,cSqxCNZebwtQLb26LW2yGk,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*z',256,180,180,RobotEEGAux
109,kEPih65nCydfzQAZQea6oi,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*z',256,180,180,RobotEEG
110,euiiBbT2V5aAFDv6pWinBD,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*C*',256,180,180,onlyEEGData
111,Z2xPABhh6sYzqhKbQ2JADg,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*C*',256,180,180,RobotEEGAux
112,jUsxdEbYqaqpVrBSmSBac6,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[8, 14]'",'*C*',256,180,180,RobotEEG
113,QDTRzeQzxYAHjd24ZDhqg3,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[14, 20]'",'*',256,180,180,onlyEEGData
114,nBftbShAu36CN5XSuXdF2B,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[14, 20]'",'*',256,180,180,RobotEEGAux
115,XrwBUrpwmKLtx9onPcSzJA,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[14, 20]'",'*',256,180,180,RobotEEG
116,rodkHTjwD6jViGLjd2UbSW,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[14, 20]'",'*z',256,180,180,onlyEEGData
117,Gw2CDjdpEaTNav8xwfefPJ,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[14, 20]'",'*z',256,180,180,RobotEEGAux
118,igQGKWBp84hH2y5YWXN4WK,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[14, 20]'",'*z',256,180,180,RobotEEG
119,tygJkzbgdYxAvRJCtxS6cn,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[14, 20]'",'*C*',256,180,180,onlyEEGData
120,kNqzGC39yiJ82RmYjLCiCm,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[14, 20]'",'*C*',256,180,180,RobotEEGAux
